지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2022-10-05 04:00,13.7,,.4,0,85,997.7,,,8,,17.5
238,금산,2022-10-05 05:00,12.9,,.7,360,90,997.7,,,10,,17.3
238,금산,2022-10-05 06:00,13.2,,.6,340,93,998.6,,,10,,17.2
238,금산,2022-10-05 07:00,12.5,.1,.8,320,99,998.9,0,,10,,17.1
238,금산,2022-10-05 08:00,12.4,.1,.6,320,98,999.7,0,,8,,17.3
238,금산,2022-10-05 09:00,13.2,.2,.4,0,97,1000.1,0,,8,,18
238,금산,2022-10-05 10:00,13.7,,1,340,92,1000.5,0,,10,,18.9
238,금산,2022-10-05 11:00,14.5,,.2,0,88,1000.4,0,,10,,20.3
238,금산,2022-10-05 12:00,17.2,,1.2,160,76,999.8,.6,,9,,24.7
238,금산,2022-10-05 13:00,17.9,,1,20,68,998.6,.7,,6,,25.7
238,금산,2022-10-05 14:00,19.3,,1.5,340,57,997.8,.6,,6,,26.5
238,금산,2022-10-05 15:00,20.2,,1,270,54,997.2,1,,1,,26.7
238,금산,2022-10-05 16:00,19.1,,1.6,270,56,996.8,.9,,4,,24.3
238,금산,2022-10-05 17:00,18.7,,1.3,320,59,997.1,1,,4,,21.7
238,금산,2022-10-05 18:00,16.6,,1.4,290,65,998,.5,,7,,19.8
238,금산,2022-10-05 19:00,14.4,,.5,290,77,998.6,0,,3,,18.1
238,금산,2022-10-05 20:00,13.8,,.5,320,81,999.7,,,10,,17.7
238,금산,2022-10-05 21:00,14,,.3,0,80,1000.1,,,10,,17.3
238,금산,2022-10-05 22:00,13.7,,.3,0,86,999.9,,,10,,17.3
238,금산,2022-10-05 23:00,13.3,,.2,0,89,1000.1,,,10,,17.1
238,금산,2022-10-06 00:00,13.2,,.4,0,90,1000.2,,,10,,16.9
238,금산,2022-10-06 01:00,13.3,,.4,0,90,1000.3,,,10,,17
238,금산,2022-10-06 02:00,13.3,,.7,160,90,999.8,,,10,,16.8
238,금산,2022-10-06 03:00,13.1,,.2,0,90,999.4,,,10,,16.6
238,금산,2022-10-06 04:00,12.9,,.3,0,93,999.2,,,10,,16.5
238,금산,2022-10-06 05:00,12.7,,.2,0,96,999.3,,,10,,16.4
238,금산,2022-10-06 06:00,13,,.5,270,92,999.8,,,8,,16.5
238,금산,2022-10-06 07:00,13.5,,0,0,90,999.8,0,,8,,16.7
238,금산,2022-10-06 08:00,14.3,,1.1,110,86,999.8,0,,8,,17.6
238,금산,2022-10-06 09:00,14.1,,1.1,140,87,999.9,0,,8,,18.2
238,금산,2022-10-06 10:00,16.3,,.5,200,81,999.9,.2,,10,,20.2
238,금산,2022-10-06 11:00,17.4,,1.2,180,71,999.3,.8,,8,,23.1
238,금산,2022-10-06 12:00,18.5,,1.4,90,64,998.4,.8,,8,,25.4
238,금산,2022-10-06 13:00,19.1,,.9,340,60,997.2,.5,,8,,24.4
238,금산,2022-10-06 14:00,19.7,,2.1,290,61,997.2,.3,,7,,23.7
238,금산,2022-10-06 15:00,19.2,,2.8,290,64,996.6,.2,,9,,23.1
238,금산,2022-10-06 16:00,18.4,,1.7,320,65,996.8,.1,,7,,21.9
238,금산,2022-10-06 17:00,17.5,,1.2,290,66,996.7,0,,10,,20.2
238,금산,2022-10-06 18:00,16.6,,.6,270,73,997,0,,10,,19.4
238,금산,2022-10-06 19:00,15.9,,1,270,75,997.2,0,,10,,18.4
238,금산,2022-10-06 20:00,15.8,,.6,290,78,997.4,,,10,,18.2
238,금산,2022-10-06 21:00,15.1,,.7,250,83,998.3,,,10,,17.7
238,금산,2022-10-06 22:00,15.2,,1.3,250,82,998.1,,,10,,17.5
238,금산,2022-10-06 23:00,14.8,,.5,290,85,998.1,,,10,,17.3
238,금산,2022-10-07 00:00,14.4,,.6,360,88,997.3,,,10,,17.2
238,금산,2022-10-07 01:00,13.9,,.7,290,92,997.4,,,10,,17
238,금산,2022-10-07 02:00,13.9,,.3,0,92,997.6,,,10,,16.9
238,금산,2022-10-07 03:00,13.9,,0,0,90,997.5,,,9,,16.7
238,금산,2022-10-07 04:00,13.8,,.2,0,86,997.2,,,10,,16.6
238,금산,2022-10-07 05:00,13.5,,.4,0,89,997.1,,,10,,16.4
238,금산,2022-10-07 06:00,13.8,,.7,290,84,997.4,,,9,,16.2
238,금산,2022-10-07 07:00,13.7,,1.5,290,83,997.9,0,,10,,15.9
238,금산,2022-10-07 08:00,14.6,,1.2,320,82,998.2,.3,,3,,15.8
238,금산,2022-10-07 09:00,15.3,,1.6,340,72,998.5,.7,,3,,17.7
238,금산,2022-10-07 10:00,15.8,,2.2,290,67,998.6,.7,,5,,19.6
238,금산,2022-10-07 11:00,16.2,,2.4,290,64,998.4,.8,,7,,21.2
238,금산,2022-10-07 12:00,18.2,,2.2,340,51,998.3,.7,,6,,23.9
238,금산,2022-10-07 13:00,18.2,,2.6,340,49,998,.7,,6,,23.8
238,금산,2022-10-07 14:00,18.7,,2.2,320,45,997.5,1,,5,,24.8
238,금산,2022-10-07 15:00,18.7,,2.3,340,45,997.2,1,,6,,25
238,금산,2022-10-07 16:00,18,,2,340,52,997.6,.4,,6,,22.2
238,금산,2022-10-07 17:00,17.5,,1.2,320,53,998.1,.9,,2,,20.2
238,금산,2022-10-07 18:00,15.5,,.7,270,67,998.6,.6,,5,,18.6
238,금산,2022-10-07 19:00,14.2,,.7,270,76,999.7,0,,9,,17.9
238,금산,2022-10-07 20:00,14.5,,.9,270,76,1000.8,,,7,,17.7
238,금산,2022-10-07 21:00,14.1,,.7,290,75,1001.4,,,8,,16.9
238,금산,2022-10-07 22:00,13.1,,.3,0,81,1002,,,4,,16.2
238,금산,2022-10-07 23:00,11.7,,.4,0,87,1002.3,,,5,,15.2
238,금산,2022-10-08 00:00,11.3,,.3,0,87,1002.4,,,3,,14.7
238,금산,2022-10-08 01:00,10.2,,0,0,93,1002.5,,,0,,14.1
238,금산,2022-10-08 02:00,9.3,,.5,290,95,1002.8,,,0,,13.6
238,금산,2022-10-08 03:00,8.7,,0,0,98,1003.1,,,0,,13
238,금산,2022-10-08 04:00,8.2,,.2,0,98,1003.3,,,0,,12.6
238,금산,2022-10-08 05:00,7.8,,.5,230,100,1003.4,,,0,,12.3
238,금산,2022-10-08 06:00,7.1,,.2,0,100,1003.6,,,0,,11.9
238,금산,2022-10-08 07:00,6.8,,.1,0,100,1004,.3,,0,,11.7
238,금산,2022-10-08 08:00,9.4,,.4,0,95,1004.3,1,,0,,12.3
238,금산,2022-10-08 09:00,13.8,,1.6,110,72,1004.5,1,,1,,13.7
238,금산,2022-10-08 10:00,16.1,,1.8,90,60,1004.4,1,,0,,17.5
238,금산,2022-10-08 11:00,18,,2,140,54,1003.8,1,,0,,21.6
238,금산,2022-10-08 12:00,19.2,,2.5,90,51,1003.3,1,,0,,24.4
238,금산,2022-10-08 13:00,19.8,,2.3,110,47,1002.6,.9,,0,,25.5
238,금산,2022-10-08 14:00,20.6,,2.1,90,44,1001.7,.9,,1,,26.4
238,금산,2022-10-08 15:00,20.6,,2.2,70,40,1001.5,1,,0,,26.4
238,금산,2022-10-08 16:00,20.3,,2.8,90,43,1001.1,.9,,0,,23.6
238,금산,2022-10-08 17:00,19.4,,2.4,90,46,1001.2,.6,,4,,21.2
238,금산,2022-10-08 18:00,18.1,,1.5,110,54,1000.9,.3,,1,,19
238,금산,2022-10-08 19:00,17.1,,1.5,110,56,1001.8,0,,6,,18.1
238,금산,2022-10-08 20:00,16.5,,1.2,110,57,1002.2,,,6,,17.2
238,금산,2022-10-08 21:00,15.1,,1.3,110,66,1003,,,7,,16.3
238,금산,2022-10-08 22:00,14,,.7,50,72,1003.3,,,9,,15.9
238,금산,2022-10-08 23:00,14.1,,.8,140,69,1003.7,,,10,,15.6
238,금산,2022-10-09 00:00,12.4,,.8,270,81,1003.3,,,10,,15.3
238,금산,2022-10-09 01:00,12.3,,.3,0,81,1003.2,,,10,,15
238,금산,2022-10-09 02:00,11.8,,.1,0,84,1002.3,,,10,,14.8
238,금산,2022-10-09 03:00,11.7,,.2,0,83,1001.7,,,10,,14.7
238,금산,2022-10-09 04:00,11.3,,.4,0,87,1001.1,,,10,,14.6
238,금산,2022-10-09 05:00,11.6,,0,0,85,1001.1,,,10,,14.8
238,금산,2022-10-09 06:00,11.7,0,0,0,87,1001,,,10,,14.9
238,금산,2022-10-09 07:00,11.7,0,0,0,90,1001.1,0,,10,,15
238,금산,2022-10-09 08:00,11.6,.5,.6,140,92,1000.4,0,,10,,15.3
238,금산,2022-10-09 09:00,11.6,.8,1.4,160,93,1000.3,0,,10,,15.7
238,금산,2022-10-09 10:00,12,.9,1.1,140,93,1000.1,0,,10,,16.8
238,금산,2022-10-09 11:00,12.4,.6,.9,160,91,999.5,0,,10,,17.5
238,금산,2022-10-09 12:00,12.9,.6,.2,0,92,998.6,0,,10,,18.3
238,금산,2022-10-09 13:00,13.3,.8,.1,0,94,997.5,0,,10,,18.6
238,금산,2022-10-09 14:00,13.5,.5,.7,50,95,996.3,0,,10,,18.7
238,금산,2022-10-09 15:00,13.3,.9,.7,360,95,995.5,0,,10,,18.2
238,금산,2022-10-09 16:00,13.3,.2,.4,0,95,994.6,0,,10,,18.1
238,금산,2022-10-09 17:00,13.2,.1,.5,290,96,994.1,0,,10,,17.5
238,금산,2022-10-09 18:00,12.9,.9,.2,0,98,993.8,0,,10,,16.8
238,금산,2022-10-09 19:00,12.8,.7,.2,0,99,993.6,0,,10,,16.4
238,금산,2022-10-09 20:00,12.7,1,0,0,100,993.7,,,6,,16.3
238,금산,2022-10-09 21:00,13,1,.3,0,100,994,,,9,,16.1
238,금산,2022-10-09 22:00,11.6,.3,2.1,320,91,994.9,,,10,,15.5
238,금산,2022-10-09 23:00,11.1,.1,.3,0,91,995.3,,,10,,15
238,금산,2022-10-10 00:00,10.3,,.2,0,98,995.2,,,8,,14.4
238,금산,2022-10-10 01:00,10,,.4,0,98,994.6,,,8,,14.2
238,금산,2022-10-10 02:00,10.1,,.4,0,97,994.2,,,9,,13.9
238,금산,2022-10-10 03:00,10.5,,1.1,290,91,993.9,,,7,,13.7
238,금산,2022-10-10 04:00,10.8,0,1.6,290,84,993.7,,,6,,13.3
238,금산,2022-10-10 05:00,10.9,0,2.1,290,75,994.3,,,9,,13.3
238,금산,2022-10-10 06:00,10.4,,1.6,290,74,994.8,,,9,,12.9
238,금산,2022-10-10 07:00,10,,1.5,290,73,995.1,0,,3,,12.7
238,금산,2022-10-10 08:00,11.6,,1.3,270,66,995.5,.8,,7,,13.1
238,금산,2022-10-10 09:00,12.1,,1.8,270,61,995.7,.7,,7,,14.6
238,금산,2022-10-10 10:00,11.8,,3.2,320,65,995.5,.7,,9,,16.2
238,금산,2022-10-10 11:00,13.9,,3,290,52,995.5,.7,,9,,18.6
238,금산,2022-10-10 12:00,13.1,,3,320,52,994.9,.5,,6,,17.9
238,금산,2022-10-10 13:00,11.5,0,3.5,290,66,994.7,.4,,9,,18.6
238,금산,2022-10-10 14:00,8.9,.3,4.7,270,78,994.2,.5,,9,,17.5
238,금산,2022-10-10 15:00,10.8,0,2.5,270,70,993.7,.5,,7,,20.1
238,금산,2022-10-10 16:00,10.7,,2.9,230,71,993.3,.4,,7,,18.3
238,금산,2022-10-10 17:00,9.5,.6,2.4,270,78,993.6,0,,4,,16
238,금산,2022-10-10 18:00,8.7,.4,1.4,290,85,994,0,,8,,14.6
238,금산,2022-10-10 19:00,8.8,.8,2.3,270,83,994.3,0,,9,,13.9
238,금산,2022-10-10 20:00,8.7,.1,2.2,270,84,994.9,,,6,,13.5
238,금산,2022-10-10 21:00,8.9,0,1.4,270,84,995.2,,,9,,13.2
238,금산,2022-10-10 22:00,8.7,.1,2.1,290,87,995.9,,,0,,13
238,금산,2022-10-10 23:00,9.3,0,2.9,270,76,996.3,,,0,,12.7
238,금산,2022-10-11 00:00,9.2,,1.6,270,77,996.8,,,0,,12.4
238,금산,2022-10-11 01:00,9.1,,1.4,270,80,997.3,,,0,,12.4
238,금산,2022-10-11 02:00,9.5,,1.9,270,78,997.6,,,8,,12.5
238,금산,2022-10-11 03:00,9.5,,1.2,270,79,997.5,,,0,,12.6
238,금산,2022-10-11 04:00,9.4,,.6,270,81,997.9,,,3,,12.5
238,금산,2022-10-11 05:00,8.7,,.9,20,85,998.5,,,6,,12.2
238,금산,2022-10-11 06:00,8.4,,.9,290,88,999,,,6,,11.6
238,금산,2022-10-11 07:00,9.1,,1.1,320,85,999.7,.2,,1,,11.2
238,금산,2022-10-11 08:00,10.3,,2.9,290,76,1000.4,.8,,8,,11.7
238,금산,2022-10-11 09:00,11,,2.6,320,72,1001.2,.3,,9,,13.6
238,금산,2022-10-11 10:00,12.9,,2,20,66,1001.3,.4,,5,,15.9
238,금산,2022-10-11 11:00,13.3,,2.1,320,64,1001.3,.9,,3,,18.7
238,금산,2022-10-11 12:00,14.4,,2.1,290,60,1001.1,.8,,1,,20.9
238,금산,2022-10-11 13:00,15.4,,2.8,290,54,1000.7,1,,0,,22.7
238,금산,2022-10-11 14:00,16,,1.9,270,53,1000.2,1,,0,,23
238,금산,2022-10-11 15:00,16.7,,1.9,290,49,1000.1,1,,0,,22.3
238,금산,2022-10-11 16:00,16.6,,2.2,290,49,1000.4,1,,0,,20.2
238,금산,2022-10-11 17:00,15.8,,1.5,270,51,1000.7,1,,2,,18.1
238,금산,2022-10-11 18:00,12.1,,.9,250,75,1001.1,.5,,0,,16.2
238,금산,2022-10-11 19:00,10.2,,1,290,84,1001.7,0,,0,,14.6
238,금산,2022-10-11 20:00,9.4,,.3,0,88,1002.8,,,0,,13.4
238,금산,2022-10-11 21:00,8.3,,.3,0,91,1003.2,,,0,,12.6
238,금산,2022-10-11 22:00,7.8,,.6,160,92,1003.9,,,0,,11.9
238,금산,2022-10-11 23:00,6.6,,.8,290,95,1004.2,,,0,,11.3
238,금산,2022-10-12 00:00,6,,.1,0,98,1004.3,,,0,,10.8
238,금산,2022-10-12 01:00,5.3,,.8,270,97,1004.5,,,0,,10.3
238,금산,2022-10-12 02:00,4.7,,.6,290,100,1004.8,,,2,,10.2
238,금산,2022-10-12 03:00,4.8,,.4,0,100,1004.9,,,10,,10.6
238,금산,2022-10-12 04:00,5.2,,.6,180,100,1004.7,,,10,,11.2
238,금산,2022-10-12 05:00,5.1,,1.1,200,100,1004.8,,,10,,11.4
238,금산,2022-10-12 06:00,5.1,,.8,200,100,1005.2,,,10,,11.5
238,금산,2022-10-12 07:00,5.1,,1.1,180,100,1005.5,0,,10,,11.6
238,금산,2022-10-12 08:00,5.1,,.6,180,100,1006.1,0,,10,,12.2
238,금산,2022-10-12 09:00,6,,.8,180,100,1006.3,0,,10,,13.6
238,금산,2022-10-12 10:00,7.2,,.5,180,100,1006.4,.3,,5,,15.7
238,금산,2022-10-12 11:00,13.2,,1.4,110,71,1006.2,1,,0,,19
238,금산,2022-10-12 12:00,16.2,,1.4,160,57,1005.8,1,,0,,21.8
238,금산,2022-10-12 13:00,17.4,,1.2,110,50,1005.2,1,,0,,23.5
238,금산,2022-10-12 14:00,19,,1.3,140,48,1004.7,1,,0,,24.3
238,금산,2022-10-12 15:00,19.9,,1.4,140,46,1004.5,1,,0,,23.6
238,금산,2022-10-12 16:00,20.6,,1.8,110,46,1004.5,1,,0,,21.8
238,금산,2022-10-12 17:00,19.5,,1.8,50,49,1004.7,1,,0,,19.4
238,금산,2022-10-12 18:00,15.6,,.8,290,70,1005,.4,,0,,17.4
238,금산,2022-10-12 19:00,12.8,,.6,270,84,1005.2,,,0,,15.8
238,금산,2022-10-12 20:00,11.4,,.9,270,89,1005.7,,,0,,14.6
238,금산,2022-10-12 21:00,10.5,,.4,0,92,1005.9,,,0,,13.7
238,금산,2022-10-12 22:00,9.5,,.1,0,96,1006.5,,,0,,13
238,금산,2022-10-12 23:00,9.1,,.6,270,96,1006.5,,,0,,12.5
238,금산,2022-10-13 00:00,8.3,,.2,0,97,1006.4,,,0,,11.9
238,금산,2022-10-13 01:00,8.6,,.8,160,98,1006.8,,,0,,11.5
238,금산,2022-10-13 02:00,7.7,,.1,0,98,1006.4,,,0,,11.1
238,금산,2022-10-13 03:00,6.8,,.5,340,100,1006.3,,,9,,10.8
238,금산,2022-10-13 04:00,7.1,,.1,0,100,1005.9,,,10,,11.5
238,금산,2022-10-13 05:00,7,,.6,180,100,1005.8,,,1,,11.9
238,금산,2022-10-13 06:00,7.3,,.6,270,100,1005.5,,,9,,12.2
238,금산,2022-10-13 07:00,6.7,,.5,290,100,1005.9,0,,6,,12.2
238,금산,2022-10-13 08:00,7.3,,.5,160,100,1006.6,0,,6,,13.1
238,금산,2022-10-13 09:00,9,,1,140,100,1006.5,0,,5,,14.9
238,금산,2022-10-13 10:00,13.5,,.5,110,82,1006.2,1,,4,,16.6
238,금산,2022-10-13 11:00,16.7,,1,180,65,1005.7,1,,0,,20.3
238,금산,2022-10-13 12:00,19.6,,1.9,140,58,1004.9,1,,2,,23.1
238,금산,2022-10-13 13:00,20.3,,1.9,50,53,1003.9,1,,0,,24.6
238,금산,2022-10-13 14:00,21.2,,1.8,90,50,1002.8,1,,0,,25.3
238,금산,2022-10-13 15:00,20.7,,1.8,50,49,1002.3,1,,0,,24.2
238,금산,2022-10-13 16:00,21.2,,1.8,50,49,1001.8,1,,0,,22.1
238,금산,2022-10-13 17:00,20.3,,1.6,70,53,1001.6,1,,3,,20
238,금산,2022-10-13 18:00,16.5,,1,270,73,1001.6,.4,,0,,18
238,금산,2022-10-13 19:00,13.9,,1,270,84,1001.4,,,0,,16.3
238,금산,2022-10-13 20:00,12.6,,.8,270,89,1001.8,,,0,,15.2
238,금산,2022-10-13 21:00,11.8,,.1,0,93,1001.7,,,0,,14.2
238,금산,2022-10-13 22:00,11,,.1,0,96,1002,,,0,,13.5
238,금산,2022-10-13 23:00,10.2,,.6,320,96,1002.2,,,0,,13
238,금산,2022-10-14 00:00,9.2,,.5,320,98,1001.9,,,1,,12.3
238,금산,2022-10-14 01:00,8.8,,.5,290,99,1001.5,,,5,,11.9
238,금산,2022-10-14 02:00,8.4,,0,0,100,1001.8,,,0,,12.1
238,금산,2022-10-14 03:00,8.1,,.2,0,100,1001.5,,,3,,12.1
238,금산,2022-10-14 04:00,8.2,,.2,0,100,1001.1,,,6,,12.7
238,금산,2022-10-14 05:00,8.3,,.1,0,100,1001.3,,,9,,13
238,금산,2022-10-14 06:00,8.5,,.9,140,100,1001.1,,,9,,13.1
238,금산,2022-10-14 07:00,8.5,,0,0,100,1000.9,0,,9,,13.1
238,금산,2022-10-14 08:00,8.8,,.7,140,100,1001.2,0,,9,,13.7
238,금산,2022-10-14 09:00,9.8,,.3,0,100,1001.5,0,,9,,14.7
238,금산,2022-10-14 10:00,13,,.9,20,88,1001.1,.5,,7,,16.2
238,금산,2022-10-14 11:00,15.9,,.8,110,72,1000.7,.7,,6,,18.3
238,금산,2022-10-14 12:00,18.8,,1.3,160,61,999.6,1,,3,,23.1
238,금산,2022-10-14 13:00,20.2,,.7,290,51,998.8,.7,,8,,24.4
238,금산,2022-10-14 14:00,21.7,,1.1,160,37,997.6,1,,0,,25.6
238,금산,2022-10-14 15:00,22.1,,1.3,110,42,997.6,1,,7,,25.3
238,금산,2022-10-14 16:00,21.8,,1.8,320,52,997.6,.9,,6,,23.1
238,금산,2022-10-14 17:00,21,,2.4,20,53,997.9,.8,,8,,21.1
238,금산,2022-10-14 18:00,18.2,,1.2,270,68,997.8,.3,,7,,18.8
238,금산,2022-10-14 19:00,16.1,,.8,270,80,997.9,,,10,,17.7
238,금산,2022-10-14 20:00,15.1,,.7,270,83,998.1,,,10,,17
238,금산,2022-10-14 21:00,14.7,,.3,0,85,997.9,,,10,,16.4
238,금산,2022-10-14 22:00,13.8,,.6,270,90,998.1,,,8,,15.8
238,금산,2022-10-14 23:00,13.1,,.8,290,93,998.3,,,9,,15.3
238,금산,2022-10-15 00:00,12.9,,.4,0,94,998.5,,,9,,15.2
238,금산,2022-10-15 01:00,12.7,,.2,0,95,998.5,,,9,,15
238,금산,2022-10-15 02:00,12.4,,0,0,97,998.6,,,9,,14.8
238,금산,2022-10-15 03:00,12.5,,0,0,97,998.7,,,9,,14.7
238,금산,2022-10-15 04:00,12,,.4,0,98,998.4,,,9,,14.5
238,금산,2022-10-15 05:00,11.3,,.3,0,98,998.7,,,7,,13.5
238,금산,2022-10-15 06:00,11,,.5,230,100,999,,,9,,13.6
238,금산,2022-10-15 07:00,11.3,,0,0,100,999.4,0,,9,,14.3
238,금산,2022-10-15 08:00,11.6,,0,0,100,999.5,0,,9,,15.2
238,금산,2022-10-15 09:00,12.4,,.1,0,100,999.9,0,,7,,16.3
238,금산,2022-10-15 10:00,16.8,,.5,70,79,1000,.7,,8,,19.6
238,금산,2022-10-15 11:00,18.9,,.8,160,67,999.3,1,,6,,22.6
238,금산,2022-10-15 12:00,21,,1.3,200,57,998.5,1,,5,,25.5
238,금산,2022-10-15 13:00,23.2,,.8,90,50,997.6,1,,4,,25.3
238,금산,2022-10-15 14:00,24,,1.6,90,45,996.9,1,,1,,26.8
238,금산,2022-10-15 15:00,24.5,,1.3,70,38,996.8,1,,3,,26.2
238,금산,2022-10-15 16:00,24.6,,1.2,360,41,996.9,1,,6,,24.4
238,금산,2022-10-15 17:00,23,,1.2,360,52,996.8,.6,,8,,22.4
238,금산,2022-10-15 18:00,20,,.9,270,67,997,0,,8,,20.6
238,금산,2022-10-15 19:00,17.8,,.8,290,76,997.5,,,8,,18.9
238,금산,2022-10-15 20:00,16,,1.1,270,84,998.1,,,7,,17.5
238,금산,2022-10-15 21:00,14.9,,.3,0,89,998.3,,,7,,16.7
238,금산,2022-10-15 22:00,14.1,,.2,0,93,998.8,,,8,,16.1
238,금산,2022-10-15 23:00,14,,0,0,94,998.9,,,10,,15.9
238,금산,2022-10-16 00:00,14.2,,0,0,94,998.6,,,7,,16.1
238,금산,2022-10-16 01:00,14,,0,0,95,998.5,,,9,,16
238,금산,2022-10-16 02:00,13.7,,.3,0,96,998.4,,,9,,15.7
238,금산,2022-10-16 03:00,13.3,,.4,0,98,998.2,,,7,,15.3
238,금산,2022-10-16 04:00,12.9,,.8,290,98,998.2,,,9,,15.1
238,금산,2022-10-16 05:00,12.8,,.3,0,98,998.2,,,9,,14.9
238,금산,2022-10-16 06:00,12.2,,.1,0,100,998.6,,,7,,14.2
238,금산,2022-10-16 07:00,12.3,,.7,160,99,998.7,0,,6,,14.2
238,금산,2022-10-16 08:00,13,,.5,110,99,999,.2,,8,,15.2
238,금산,2022-10-16 09:00,15.7,,.2,0,85,999,.4,,8,,18.1
238,금산,2022-10-16 10:00,18,,.9,340,74,998.7,.6,,7,,20.3
238,금산,2022-10-16 11:00,20.1,,1.2,270,68,998.1,1,,7,,23.5
238,금산,2022-10-16 12:00,22,,1.9,360,64,997.3,1,,7,,25.2
238,금산,2022-10-16 13:00,22.9,,1.6,340,61,996.6,.8,,6,,25.4
238,금산,2022-10-16 14:00,22.2,,2.6,340,61,996.5,.6,,8,,25.6
238,금산,2022-10-16 15:00,21.2,,2.4,320,62,997,0,,9,,23.5
238,금산,2022-10-16 16:00,20.6,,1.7,290,65,996.6,0,,9,,22.3
238,금산,2022-10-16 17:00,19.9,,1,290,72,996.6,0,,9,,20.9
238,금산,2022-10-16 18:00,18.6,,1,290,78,996.6,0,,9,,19.4
238,금산,2022-10-16 19:00,17.3,,.6,320,85,997.1,,,9,,18.5
238,금산,2022-10-16 20:00,17,,1.1,320,87,997.2,,,9,,18.1
238,금산,2022-10-16 21:00,16.6,,.9,290,86,997.4,,,8,,17.5
238,금산,2022-10-16 22:00,16.2,,.1,0,87,997.6,,,9,,17
238,금산,2022-10-16 23:00,15.8,,.5,270,88,997.4,,,10,,17
238,금산,2022-10-17 00:00,16,,.8,320,85,997.3,,,8,,17
238,금산,2022-10-17 01:00,14.7,,.8,320,90,997.2,,,8,,16.1
238,금산,2022-10-17 02:00,14.1,,.2,0,87,997.4,,,10,,15.8
238,금산,2022-10-17 03:00,13.9,,.8,290,83,997.4,,,10,,15.5
238,금산,2022-10-17 04:00,14.2,0,0,0,84,997.6,,,10,,15.8
238,금산,2022-10-17 05:00,14.5,,1.1,290,83,997.8,,,10,,15.9
238,금산,2022-10-17 06:00,13.9,,.8,320,85,998.1,,,9,,15.4
238,금산,2022-10-17 07:00,13.2,,2.4,290,78,998.2,0,,9,,15.1
238,금산,2022-10-17 08:00,13.1,,1.9,290,72,998.6,0,,8,,15.3
238,금산,2022-10-17 09:00,12.9,,3.2,290,66,998.9,0,,8,,15.9
238,금산,2022-10-17 10:00,13.5,,2.6,270,55,998.9,.5,,6,,16.8
238,금산,2022-10-17 11:00,14.7,,2.5,290,47,998.5,1,,0,,19.9
238,금산,2022-10-17 12:00,15.3,,3,290,37,998.2,1,,0,,22
238,금산,2022-10-17 13:00,14.9,,4.2,290,28,998,1,,0,,23
238,금산,2022-10-17 14:00,15.6,,3,270,25,997.7,1,,0,,23.6
238,금산,2022-10-17 15:00,15,,2.8,290,26,997.8,1,,0,,22.6
238,금산,2022-10-17 16:00,13.7,,3.8,320,22,998.1,1,,0,,19.8
238,금산,2022-10-17 17:00,12.6,,2.2,320,35,998.3,1,,0,,17.1
238,금산,2022-10-17 18:00,10.7,,1.4,270,44,998.6,.3,,0,,14.8
238,금산,2022-10-17 19:00,9.8,,1.9,290,48,999.3,,,0,,13.2
238,금산,2022-10-17 20:00,9.2,,2.3,290,52,999.9,,,2,,12.2
238,금산,2022-10-17 21:00,8.5,,1.8,290,57,999.9,,,0,,11.5
238,금산,2022-10-17 22:00,8.2,,1.7,290,60,1000.4,,,0,,11
238,금산,2022-10-17 23:00,6.7,,.9,320,69,1000.7,,,0,,10.4
238,금산,2022-10-18 00:00,5.6,,.8,290,75,1000.8,,,0,,9.9
238,금산,2022-10-18 01:00,4.4,,.8,290,80,1000.9,,,0,,9.3
238,금산,2022-10-18 02:00,4.2,,.5,160,83,1001.3,,,0,,8.9
238,금산,2022-10-18 03:00,2.3,,.9,320,92,1001.5,,,0,,8.4
238,금산,2022-10-18 04:00,1.8,,.8,320,94,1001.6,,,0,,8
238,금산,2022-10-18 05:00,1.3,,.2,0,95,1001.9,,,0,,7.7
238,금산,2022-10-18 06:00,1,,.4,0,95,1002.1,,,0,,7.4
238,금산,2022-10-18 07:00,.7,,.4,0,96,1002.1,,,0,,7.1
238,금산,2022-10-18 08:00,2.9,,.1,0,90,1002.5,,,0,,7.6
238,금산,2022-10-18 09:00,6.2,,.7,110,73,1003,,,0,,8.9
238,금산,2022-10-18 10:00,9.5,,1.1,340,56,1002.9,,,2,,12.9
238,금산,2022-10-18 11:00,11.7,,1.5,340,48,1002.6,,,2,,16.7
238,금산,2022-10-18 12:00,12.4,,1.8,340,46,1002.3,,,0,,19.8
238,금산,2022-10-18 13:00,12.3,,2.2,290,42,1001.7,,,0,,21.6
238,금산,2022-10-18 14:00,13.6,,1.8,340,36,1001.2,,,0,,22.6
238,금산,2022-10-18 15:00,13.8,,2.4,340,33,1000.9,,,0,,21.6
238,금산,2022-10-18 16:00,13.6,,2,290,32,1000.9,,,0,,19.4
238,금산,2022-10-18 17:00,12.2,,1.9,290,36,1001,,,0,,16.5
238,금산,2022-10-18 18:00,9.8,,.7,290,46,1001.5,,,0,,14
238,금산,2022-10-18 19:00,6.8,,.3,0,66,1002.3,,,0,,12.1
238,금산,2022-10-18 20:00,6,,.3,0,67,1002.9,,,0,,10.8
238,금산,2022-10-18 21:00,4.8,,.5,290,74,1003.1,,,0,,9.9
