지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 현지기압(hPa),가조시간(hr),평균 전운량(1/10),평균 지면온도(°C)
232,천안,2024-10-13,16,8.3,22.6,,1,12,1013.9,11.4,6.8,17.1
232,천안,2024-10-14,17,15,19.2,2.8,.9,15.9,1010.1,11.3,9.9,17.7
232,천안,2024-10-15,17.8,16,20.5,14.1,.4,17.4,1008.6,11.3,8.4,19.2
232,천안,2024-10-16,17.2,13.4,22.9,,.5,15.2,1013.2,11.2,5,20
232,천안,2024-10-17,17,12.4,24,,1.1,14.2,1012.7,11.2,4.8,19
232,천안,2024-10-18,18.3,15.8,19.9,62.1,1.2,17.3,1004.1,11.2,9.6,18.3
232,천안,2024-10-19,16.7,13.2,20.7,4.3,2,14.3,1009,11.1,9.5,18.2
232,천안,2024-10-20,12.7,8.5,17.3,,3.5,5.6,1020.5,11.1,3.8,14.1
232,천안,2024-10-21,13.6,6.6,19.1,.1,.8,10.8,1014.5,11,9.1,15.5
232,천안,2024-10-22,16.6,14.8,18.1,8.4,.9,16.1,1005.3,11,9.9,17.3
232,천안,2024-10-23,13.4,9.5,17.1,.4,2.6,9.1,1007.4,11,7.6,15.2
232,천안,2024-10-24,10.8,4.9,18.4,,.8,7,1013.1,11,0,13.8
232,천안,2024-10-25,12.7,4.7,20.9,,.7,8.9,1015.2,10.9,4.5,13.9
232,천안,2024-10-26,15.2,8.7,23.1,,1,11.5,1011.4,10.9,2.9,15.7
232,천안,2024-10-27,14.7,10.8,19.7,.1,.7,12.6,1005.2,10.8,9,15.8
232,천안,2024-10-28,14.8,10.2,18.7,,1.4,11.5,1005.9,10.8,6.9,15.8
232,천안,2024-10-29,14.3,10.3,19.7,0,1.1,9.3,1009.3,10.8,5.8,15.3
232,천안,2024-10-30,13.7,8.5,21.6,,.6,9.8,1013.2,10.7,1.1,14.9
232,천안,2024-10-31,12.9,6.4,21.7,,.6,9,1013.6,10.7,2.1,14.2
232,천안,2024-11-01,13,9.5,16.1,1.5,.8,10.9,1010,10.7,10,13.7
232,천안,2024-11-02,16.5,12.1,23.3,0,1.1,12.1,1008.5,10.6,3.3,16.3
232,천안,2024-11-03,15,8.9,22.7,,.8,11.4,1012.6,10.6,.1,15.3
232,천안,2024-11-04,13.9,7.2,20.4,.1,1,8.3,1011.3,10.6,5,14.9
232,천안,2024-11-05,9.1,4.5,15.1,,1.1,1.1,1012.7,10.5,5,11.3
232,천안,2024-11-06,5.6,-.1,13.2,,.9,-1.4,1016.9,10.5,0,8.6
232,천안,2024-11-07,5.8,-1.8,15.4,,.4,-.5,1020.3,10.5,0,8.2
232,천안,2024-11-08,8.5,-.1,17.8,,.4,4.1,1018.5,10.4,3.1,9.8
232,천안,2024-11-09,11,4.6,19.3,,.5,7.1,1016.9,10.4,3.5,11.4
232,천안,2024-11-10,12.1,7.4,20.3,,.5,8.2,1012.9,10.4,4.5,12.5
232,천안,2024-11-11,11.8,5.4,20.8,,.4,8.1,1010.6,10.3,2,12.2
232,천안,2024-11-12,12.3,7.3,18.6,,.8,7.1,1010.5,10.3,2.6,12.5
232,천안,2024-11-13,11.2,4.5,20.4,,.7,7.4,1012.9,10.3,3.3,11.9
232,천안,2024-11-14,13.4,9,19,0,.7,9.6,1011.1,10.2,8.6,13
232,천안,2024-11-15,13.9,10.4,20.1,6.1,1.2,10.4,1009.6,10.2,6.3,14
232,천안,2024-11-16,15.6,9,23.4,1.1,1,11.9,1007,10.2,5,14.7
232,천안,2024-11-17,8.3,3.1,15.5,0,1.7,-.9,1013.8,10.2,6.3,10
232,천안,2024-11-18,2.3,-2.5,7.5,,1.1,-11.4,1022.4,10.1,.8,4.6
232,천안,2024-11-19,3.7,-4.6,12.8,,.4,-1.9,1020,10.1,3.8,5.1
232,천안,2024-11-20,4.8,-1.7,9.6,.1,.2,1.3,1015,10.1,6.9,6.6
232,천안,2024-11-21,8.6,3.5,14.6,.1,.6,5.2,1010.9,10.1,6.5,9.1
232,천안,2024-11-22,6.3,-.6,10.8,,1.5,-2.3,1013.6,10,0,6.7
232,천안,2024-11-23,3.4,-2.6,12,,.5,-2.2,1017.8,10,2.1,5
232,천안,2024-11-24,4.4,-2.2,13.3,,.4,-.1,1019.7,10,.8,5.2
232,천안,2024-11-25,8.8,-1.3,16.2,0,2.1,2.3,1014.1,10,4.8,7
232,천안,2024-11-26,7.5,3.2,12.5,23.1,3,3.2,1003,9.9,8.9,7.9
232,천안,2024-11-27,.8,-.8,3.3,7.3,1.8,0,1002.3,9.9,7.8,2.9
232,천안,2024-11-28,1.5,-1.3,3.6,,.8,.9,1001.8,9.9,8.5,3.8
232,천안,2024-11-29,1.6,-3.3,5.3,.1,.9,-1.2,1003.6,9.9,6.6,3.4
232,천안,2024-11-30,3,-1.1,6.3,0,.7,.2,1006.2,9.9,5,3.3
232,천안,2024-12-01,5.4,-.7,11.9,0,.6,3.6,1006.4,9.8,5.6,6
232,천안,2024-12-02,6.9,.4,15.7,0,1.4,3.6,1006.8,9.8,.6,6.7
232,천안,2024-12-03,.9,-2.7,5,,1.2,-7.5,1013.7,9.8,4.6,2.8
232,천안,2024-12-04,1.8,-2.1,7,,.8,-4.8,1012.2,9.8,3.9,3.4
232,천안,2024-12-05,2.7,-3,8.1,2.7,.8,-.3,1007.8,9.8,6.3,3.6
232,천안,2024-12-06,2.4,-1.2,7.5,.8,1.1,-2.1,1011.4,9.8,3.4,4.1
232,천안,2024-12-07,.2,-4.7,5,0,1.2,-4.3,1014.2,9.7,4.3,2.4
232,천안,2024-12-08,-1,-5.6,4,,1.1,-7.2,1016.6,9.7,0,2
232,천안,2024-12-09,.3,-6.4,5.6,,.5,-4.3,1015.1,9.7,4.9,2
232,천안,2024-12-10,1.6,-3.7,7.7,,.7,-2.9,1014.1,9.7,4.8,2.7
232,천안,2024-12-11,1,-2.7,7.6,,.6,-3.8,1012.8,9.7,4.8,2.5
232,천안,2024-12-12,-.4,-6.2,5.6,,.8,-8.6,1014.8,9.7,4.6,1.2
232,천안,2024-12-13,.6,-2.8,4,,1.1,-7.9,1012.6,9.7,5.9,1.5
232,천안,2024-12-14,-1.2,-4.9,3.9,,1.2,-6.3,1015.2,9.7,3.5,.5
232,천안,2024-12-15,.8,-2,4.3,2.6,1.1,-3.2,1011.6,9.7,6.8,.8
232,천안,2024-12-16,.6,-5.2,5.1,.1,.7,-4.7,1012.7,9.7,5,1.6
232,천안,2024-12-17,-.3,-6,5,,.9,-6.6,1015.5,9.7,3.3,1.6
232,천안,2024-12-18,-3.1,-7.6,1,,1.2,-10.4,1016.8,9.7,1,.4
232,천안,2024-12-19,-3.5,-10.1,3.8,,.6,-9.6,1019.5,9.7,3.8,-.4
232,천안,2024-12-20,-.9,-5.2,3.4,.5,.5,-4.7,1012.8,9.6,8.3,.1
232,천안,2024-12-21,-.9,-4.9,1.8,6.3,1.4,-3.5,1009.7,9.7,5.1,.3
232,천안,2024-12-22,-4.2,-8.6,.9,,1.1,-11.1,1017.6,9.6,0,.8
232,천안,2024-12-23,-2.3,-10.1,4.6,,.3,-6.2,1017,9.7,3.8,.7
232,천안,2024-12-24,-1.3,-7.3,4.4,,.8,-7.5,1018.3,9.7,2.5,.1
232,천안,2024-12-25,.5,-5,6.5,.5,.5,-2.8,1015.8,9.7,8,.2
232,천안,2024-12-26,.8,-3.1,3.9,.5,1.8,-4.1,1015,9.7,2.4,1.7
232,천안,2024-12-27,-2.2,-6.6,1,.8,1.1,-8.9,1016.2,9.7,5,-.3
232,천안,2024-12-28,-3.2,-7.4,.2,.4,1.2,-8.2,1014.8,9.7,3.5,.5
232,천안,2024-12-29,-.1,-4.7,5.4,,.5,-2.7,1015.4,9.7,4.3,2.1
232,천안,2024-12-30,5.2,-.9,10,,1,.3,1009.5,9.7,7.3,3
232,천안,2024-12-31,.8,-5,5.9,,1.7,-8.1,1011.5,9.7,0,1.8
235,보령,2024-06-01,18.4,13.9,24.6,.4,.9,13.8,1010.1,14.5,3.9,23.9
235,보령,2024-06-02,17.8,11.9,24.4,,1.3,12.5,1009.3,14.5,3.1,24.9
235,보령,2024-06-03,19.3,12.5,25.5,,1.2,13.8,1008.9,14.5,.5,25.6
235,보령,2024-06-04,19.7,15,23.7,,1.5,15.5,1014.2,14.5,0,26.3
235,보령,2024-06-05,19.7,14.7,25.3,,.9,16.1,1016.6,14.5,5.6,25.5
235,보령,2024-06-06,20.1,15.8,26.8,,1,15.1,1015.2,14.6,4.9,26.5
235,보령,2024-06-07,20.4,14.2,26.5,0,.8,11.9,1012.1,14.6,8.3,25.1
235,보령,2024-06-08,20.8,18.4,24.7,1.2,1.8,17.5,1007.3,14.6,7,24.9
235,보령,2024-06-09,21.5,17.7,25.8,,1.5,17.3,1006.8,14.6,2.8,27.8
235,보령,2024-06-10,23.2,17.5,29,,3.4,17.6,1006.3,14.6,1,28.1
235,보령,2024-06-11,21.3,17.8,26.4,,2.5,18.4,1006.2,14.6,3.6,27.8
235,보령,2024-06-12,22.3,16,28.8,,1.5,15.9,1004.2,14.6,2.1,29.1
235,보령,2024-06-13,23.5,16.4,31.4,,1,16.3,1003.2,14.6,.9,30.1
235,보령,2024-06-14,23.7,18.7,30.1,,1.3,17.5,1003.9,14.6,4.8,29.4
235,보령,2024-06-15,23.4,20.4,28,0,1,18.8,1002.6,14.6,6.3,27.4
235,보령,2024-06-16,22.3,18.2,27.6,,.9,18.3,1005.9,14.6,2.6,30.6
235,보령,2024-06-17,21.5,15.9,27.1,,1,14.5,1006.6,14.6,5.9,26.5
235,보령,2024-06-18,22.8,16.4,30,,1.5,17,1006.1,14.6,0,30.2
235,보령,2024-06-19,24.7,17.7,32.6,,1.2,18.3,1006.8,14.6,4.8,31.1
235,보령,2024-06-20,24.4,18.7,31.4,,1.2,17.5,1002.8,14.7,6.6,29.6
235,보령,2024-06-21,24.9,19.7,30.4,,1.6,17.9,1001.1,14.7,7.3,31.6
235,보령,2024-06-22,23.4,22.5,25,50,2.5,21.9,996,14.6,9.6,24.4
235,보령,2024-06-23,23.4,20.5,27,2.3,2.4,21.4,998.2,14.6,7.9,26.2
235,보령,2024-06-24,22.7,18.6,26.9,,2.3,19.9,1003.2,14.6,7,25.5
235,보령,2024-06-25,21.6,16,26.4,,1.2,17.2,1010.2,14.6,6.8,25.8
235,보령,2024-06-26,22.6,17.9,29.1,,1,18,1013.5,14.6,3,27.7
235,보령,2024-06-27,23.1,18.3,29.6,,1.2,17.9,1009.9,14.6,6.3,25.5
235,보령,2024-06-28,23.9,19.2,28.9,,1.4,18.2,1006.1,14.6,2.3,29.6
235,보령,2024-06-29,25,21,30.2,31.4,3.3,21,1001.2,14.6,8.9,27.1
235,보령,2024-06-30,23.7,21.7,26.4,3.7,3.9,22.3,997.7,14.6,8.8,25.6
235,보령,2024-07-01,25,20.7,29.3,,1,21.5,1002.6,14.6,3.5,28.4
235,보령,2024-07-02,25.6,22.5,28.9,36.1,4.1,23.2,1001.5,14.6,9.8,24.8
235,보령,2024-07-03,24.6,23.2,26.7,,4.8,22.8,1007.8,14.6,8.1,26.5
235,보령,2024-07-04,26.4,22.7,31.2,0,4,23.1,1005.7,14.6,5.9,27.9
235,보령,2024-07-05,24.5,22.5,27.9,,2.6,20.8,1004.2,14.6,6.3,28.1
235,보령,2024-07-06,26.8,24.2,29.8,0,5.8,23.7,1002.3,14.6,9.1,27.6
235,보령,2024-07-07,24.6,23.8,26.3,86.8,3.8,23.8,1003.2,14.5,10,25.4
235,보령,2024-07-08,24.3,22.9,25.9,79.7,3.5,23.7,1002,14.5,9.8,25.2
235,보령,2024-07-09,24,23.3,25.1,39,2.5,22.8,1002.3,14.5,10,24.7
235,보령,2024-07-10,24.6,22.2,29.3,89.5,2.3,21.9,998.8,14.5,7.5,26.6
235,보령,2024-07-11,23.9,21.6,27.2,,.9,21.5,1001.1,14.5,5.4,26.5
235,보령,2024-07-12,24.6,20,29.6,,.8,21.4,1001.3,14.5,3.6,27.1
235,보령,2024-07-13,25.6,22.1,29.6,0,1.2,22.3,1004,14.4,2.8,28
235,보령,2024-07-14,26.8,23.5,32.7,46.7,1.6,23.2,1006.9,14.4,7.8,29.5
235,보령,2024-07-15,26.5,23.4,30.1,,1.5,22.9,1009.4,14.4,3,29
235,보령,2024-07-16,25.4,22.5,27.8,74,2.2,23.5,1008.7,14.4,9.8,26.3
235,보령,2024-07-17,27.5,23.9,30.6,.8,6.4,24.7,1006.8,14.4,9.4,27.7
235,보령,2024-07-18,25.8,24.2,27.8,52.1,6.4,24.2,1001.7,14.3,9.6,25.5
235,보령,2024-07-19,24.7,22.9,26.7,1.5,3,23.6,1004.5,14.3,7.8,26
235,보령,2024-07-20,26.3,23,30.7,7.4,4.2,24.1,1005.2,14.3,9.4,26.5
235,보령,2024-07-21,27.1,24.3,28.9,,4.6,24.9,1006.6,14.3,5.6,27.1
235,보령,2024-07-22,28.4,27.1,30.2,,5.9,24.9,1004.7,14.2,8.6,27.8
235,보령,2024-07-23,26.7,24.7,27.8,23.2,4.1,25.5,1003.8,14.2,8.6,26.7
235,보령,2024-07-24,28.2,26.2,31.2,2.6,3.4,26.3,1003.4,14.2,2.8,29.5
235,보령,2024-07-25,29.5,25.3,35.3,8.9,1.6,25.1,1004.5,14.2,5.6,30.8
235,보령,2024-07-26,29.7,27.3,33.8,.2,2.2,24.6,1007.9,14.1,7.5,29.6
235,보령,2024-07-27,29.3,26.5,33,8.8,2.8,25.3,1012.5,14.1,8.4,30.2
235,보령,2024-07-28,29.3,27.6,32.4,,4.8,24.9,1011.4,14.1,7.3,29.7
235,보령,2024-07-29,27.8,26.7,30.3,0,4.8,25.5,1008.8,14.1,3.5,28.4
235,보령,2024-07-30,28.1,26.3,30.5,,4.1,25.4,1006.7,14,4,29.5
235,보령,2024-07-31,29,26.6,31.9,,3.3,25.7,1005.4,14,1.1,31.5
235,보령,2024-08-01,29.1,27.4,31.7,0,3.4,26,1003.6,14,4,31.8
235,보령,2024-08-02,29.3,27.5,31.6,,2.8,26.7,1003.4,14,4,31.6
235,보령,2024-08-03,29.7,27.1,33.8,,1.4,26.7,1006.1,13.9,2.9,33.2
235,보령,2024-08-04,29.5,25.7,34.2,,1.3,25.6,1006.3,13.9,1.4,33.9
235,보령,2024-08-05,29.5,26.1,34.2,,1.7,25.9,1006,13.9,6.6,33.7
235,보령,2024-08-06,29.5,25.4,35,,1.4,25,1006.1,13.8,5.8,34
235,보령,2024-08-07,29.7,25.8,35.2,,1.1,25.1,1004.9,13.8,2.1,36
235,보령,2024-08-08,26.4,24.2,29.6,7.4,.9,24.6,1003.8,13.8,7.6,28.7
235,보령,2024-08-09,27.9,24.1,32.9,,1.2,24.5,1003,13.7,.8,31.9
235,보령,2024-08-10,28.8,24.6,33.8,,1.4,24.7,1001.8,13.7,5.6,33.2
235,보령,2024-08-11,29.7,25.4,34.3,,1.8,24.2,1001.1,13.7,2.1,35.2
235,보령,2024-08-12,30,25.8,35.2,,1,24.9,1003.1,13.7,.9,35.9
235,보령,2024-08-13,30.7,26.8,36.4,.9,1.6,25.6,1006.1,13.6,2.4,36.2
235,보령,2024-08-14,29.5,25.6,35.4,0,1.2,25.3,1006.2,13.6,4.5,34.9
235,보령,2024-08-15,28.3,24.5,33.7,22.9,1.4,24.7,1006.1,13.5,4,33.1
235,보령,2024-08-16,27.8,24.6,32.9,40.6,1.1,25,1007.1,13.5,5.5,30.5
235,보령,2024-08-17,27.9,24.9,33.3,4.9,1,25.5,1008.8,13.5,6.5,30.5
235,보령,2024-08-18,28,25.1,33.5,19.4,1.2,25.1,1008.1,13.5,4.9,31.4
235,보령,2024-08-19,28.9,24.9,33.9,,1.2,25.5,1006.6,13.4,4.3,31.4
235,보령,2024-08-20,30.5,26.2,35.8,11,1.5,25.8,1006.4,13.4,5.4,31.8
235,보령,2024-08-21,29.1,27,32,40.9,4.7,26.3,1005.7,13.3,8.5,29.1
235,보령,2024-08-22,28.2,25.3,31,1.6,3.6,25.2,1003.6,13.3,6.8,28.1
235,보령,2024-08-23,27.8,24.3,31.1,,2.4,25.6,1007.3,13.3,2.3,29.5
235,보령,2024-08-24,27.9,24.5,31.9,0,1.3,24.6,1008.8,13.2,2.6,30.4
235,보령,2024-08-25,27.7,24.9,32.9,,1.4,24.1,1007.5,13.2,3,30.3
235,보령,2024-08-26,28,24.4,32,,1.1,24.6,1005.2,13.2,7.1,30.3
235,보령,2024-08-27,26.8,24.9,28.7,.1,2.6,24.1,1003.9,13.1,8,27.4
235,보령,2024-08-28,28.6,23.9,33.9,,2.6,21.1,1005.6,13.1,.5,30
235,보령,2024-08-29,28.6,24.2,33.4,,3.2,21.6,1004.1,13.1,.5,31
235,보령,2024-08-30,27.8,23.3,34,,2,22.1,1003.9,13,0,31.8
235,보령,2024-08-31,26.2,22.2,31.9,,.7,22.2,1005.6,13,.6,30.7
235,보령,2024-09-01,25.9,22.6,30.8,,1.4,22.5,1006.3,13,4.9,30.9
235,보령,2024-09-02,24.6,21.7,28.2,.4,1.2,21.2,1007.4,12.9,6.5,25.9
235,보령,2024-09-03,27.7,23.1,33.1,0,1.4,21.4,1009.4,12.9,5.5,30.5
235,보령,2024-09-04,26.7,23.2,32.5,,1.4,20.5,1007.8,12.8,2,31.2
235,보령,2024-09-05,26.3,22.8,29.6,5.8,2,23.4,1006.7,12.8,5.8,29.5
235,보령,2024-09-06,25.8,23,28.1,,.7,23.6,1009.5,12.8,8,27.5
235,보령,2024-09-07,26,22.1,31.7,,1,22.1,1012,12.7,1.3,29.1
235,보령,2024-09-08,25.6,20.3,31,,1,21.5,1012.3,12.7,.3,29.4
235,보령,2024-09-09,27.7,22.6,33.6,,1.1,22.8,1011.4,12.6,1.8,31.3
235,보령,2024-09-10,29.2,24.3,34.9,,1.4,24.1,1011.6,12.6,.9,32.6
235,보령,2024-09-11,27.5,25.5,33.5,24.7,1.7,24.2,1013.9,12.6,7.4,29.6
235,보령,2024-09-12,27.6,25.5,30.3,23.6,1,25.5,1012.8,12.5,9.6,28.5
235,보령,2024-09-13,27.8,24.8,31.3,,2.3,24.8,1007.8,12.5,7.9,28.9
235,보령,2024-09-14,28.1,25.3,32.5,2.1,1.4,25.4,1004.8,12.5,4.8,30
235,보령,2024-09-15,29.4,24.6,34.7,,1.6,24.8,1007.2,12.4,3.1,30
235,보령,2024-09-16,29.4,24.5,34.1,0,1.5,23.9,1012.7,12.4,6.1,29.1
235,보령,2024-09-17,29.8,26.5,35.2,,1,24.9,1013.1,12.3,5,31
235,보령,2024-09-18,29.6,26,34.8,,1,24.8,1012.1,12.3,5.8,31.5
235,보령,2024-09-19,30.1,25.4,37.1,,1.3,24.2,1012,12.3,7.8,31.1
235,보령,2024-09-20,27,25.4,30.2,41.9,2.6,24.9,1007.9,12.2,10,27.7
235,보령,2024-09-21,22.5,20.1,26.5,136.4,3.2,21.4,1003.9,12.2,8.9,24.9
235,보령,2024-09-22,21.9,18.3,26.8,,3.4,17.3,1010,12.2,4.3,23.2
235,보령,2024-09-23,22,18.3,26.5,,2.5,14.5,1015.1,12.1,2,22.3
235,보령,2024-09-24,22,16.8,28.3,,1.4,15,1014.1,12.1,5.9,22.8
235,보령,2024-09-25,23.5,19.6,29.3,,1.1,18.6,1012.4,12,6.6,25.2
235,보령,2024-09-26,23.6,20.6,29.3,,1.5,19.7,1011.5,12,5,25.8
235,보령,2024-09-27,22.9,18.6,29.2,,1.2,18.7,1012.1,12,2.6,25.7
235,보령,2024-09-28,24.7,19.3,30.9,,1.9,18,1015.3,11.9,1.3,24.7
235,보령,2024-09-29,24.7,21.3,30,,2,16.4,1017.2,11.9,2.3,25.7
235,보령,2024-09-30,22,16.6,29.2,,1.3,14.6,1014,11.9,3.4,25.7
235,보령,2024-10-01,18.2,14.4,22.3,7.3,1.9,13.4,1011.2,11.8,7.6,18.7
235,보령,2024-10-02,14.7,10.4,20.3,,2.1,6.7,1017.4,11.8,2.9,16.6
235,보령,2024-10-03,13.5,9.1,20.9,.9,1.8,8.9,1020.4,11.7,4.8,14.4
235,보령,2024-10-04,17,10.3,24.5,,1.9,10.5,1022.2,11.7,0,19.8
235,보령,2024-10-05,18,13,24.6,,1.8,11.9,1021,11.7,4,20
235,보령,2024-10-06,17.2,14.9,19.5,.2,1.2,14.1,1018.7,11.6,10,17.6
235,보령,2024-10-07,17.2,14.6,20.7,1.4,.9,14.6,1016.2,11.6,8.8,18.8
235,보령,2024-10-08,17.6,13.7,24.1,,1.2,13.9,1015.3,11.5,2.4,20.4
235,보령,2024-10-09,18.2,13,25.1,,1.3,13.6,1014.1,11.5,3.5,20.3
235,보령,2024-10-10,17.9,13.5,24.4,4.6,1.2,13.8,1013.6,11.5,2.8,20.7
235,보령,2024-10-11,18.5,13.3,25.6,,1.1,14,1016.8,11.4,.5,20.1
235,보령,2024-10-12,18.2,13.8,25.2,,1.5,12.9,1021.3,11.4,0,20.7
235,보령,2024-10-13,18.4,12.7,24.7,,1.4,13,1020.9,11.4,7,19.2
235,보령,2024-10-14,18.1,16.6,19.6,13.6,1.5,16.1,1017,11.3,10,18.2
235,보령,2024-10-15,19.7,17.6,22.5,2,.9,18.5,1016,11.3,8,20.7
235,보령,2024-10-16,18.1,14.4,23.9,,1.2,16.1,1020.7,11.2,6.1,19.5
235,보령,2024-10-17,20.1,14.3,26.3,,1.7,14.8,1019.5,11.2,5.8,20
235,보령,2024-10-18,21,17.2,23.3,20.2,2.9,19.1,1011.1,11.2,8.9,19.9
235,보령,2024-10-19,17.8,14.7,22.6,.3,3.5,14.9,1016.5,11.1,7.3,19
235,보령,2024-10-20,14.6,11.9,19.1,,3.4,5.7,1026.8,11.1,2.3,14.7
235,보령,2024-10-21,16.2,10.9,21.5,0,1.9,10.8,1021.4,11.1,9,16.3
235,보령,2024-10-22,17.8,16.1,19.8,7.4,1.3,15.9,1013.1,11,9.9,18.1
235,보령,2024-10-23,14.2,9.4,18.8,0,1.5,8.9,1016.6,11,5.6,16.4
235,보령,2024-10-24,12.5,6.9,18.9,,2.1,7.7,1020.9,11,0,14
235,보령,2024-10-25,15.6,9.7,22.3,,1.4,10.2,1022.3,10.9,5,15.4
235,보령,2024-10-26,17.3,12.4,24.6,,1.5,12.8,1018.6,10.9,0,18.2
235,보령,2024-10-27,16.1,12.9,19.8,.4,.9,13.3,1013,10.9,9,16.6
235,보령,2024-10-28,15.9,11.2,20,,1.5,11.5,1013.2,10.8,5.8,16.7
235,보령,2024-10-29,16.5,13.6,21.6,,1.2,10.5,1016.6,10.8,5.4,17.6
235,보령,2024-10-30,15.9,11.7,22.2,,1.7,10.8,1021,10.8,.4,17
235,보령,2024-10-31,16,9.9,23.8,,1.2,10.4,1021,10.7,2.4,16.9
235,보령,2024-11-01,14.9,13.2,16.2,2.4,2.3,10.8,1016.7,10.7,10,14.5
235,보령,2024-11-02,17.9,14.7,23.7,,2.4,11.9,1015.9,10.6,3.3,17.4
235,보령,2024-11-03,16.6,12.2,23.1,,1.6,12.9,1020.2,10.6,.9,16.6
235,보령,2024-11-04,16,8.5,21.8,.6,1.6,10.6,1019.7,10.6,4.4,17
235,보령,2024-11-05,9.9,6,16.3,,1.4,2.5,1021.4,10.6,2.5,12
235,보령,2024-11-06,8,3.4,14.9,,1.4,.8,1025.2,10.5,0,10.8
235,보령,2024-11-07,7.9,1.7,16.8,,1.5,.9,1028.1,10.5,0,9.8
235,보령,2024-11-08,10.3,3.9,19.2,,1.6,2.7,1026.2,10.5,.5,10.9
235,보령,2024-11-09,13.1,6.6,20.6,,1.5,7.7,1024.4,10.4,4.4,12.5
235,보령,2024-11-10,14.7,10.1,22.7,,1.3,9.9,1020.5,10.4,5.1,15.3
235,보령,2024-11-11,13.8,8.3,22,,1.2,9.5,1018.7,10.4,2.5,14.3
235,보령,2024-11-12,14.4,9.9,20.6,,1.2,9,1018.6,10.3,2.5,15.4
235,보령,2024-11-13,13.6,8.1,21,,1.6,8.7,1020.4,10.3,3.5,13.7
235,보령,2024-11-14,15,11.3,20.7,.4,1.1,10.3,1018.5,10.3,9.1,14.1
235,보령,2024-11-15,15.5,12.8,22.2,7,1.7,11.7,1016.4,10.3,6.4,15.6
235,보령,2024-11-16,17.1,12.4,22.6,1,1.4,12.2,1015.1,10.2,7.1,16.1
235,보령,2024-11-17,9.5,4.7,15.3,,3.4,0,1022.7,10.2,6.1,9.7
235,보령,2024-11-18,3.8,-.7,8.8,,3.2,-7.8,1030.8,10.2,1.1,4.8
235,보령,2024-11-19,4.5,-2.2,13.1,,1.4,-3.8,1028.1,10.1,4.1,4.4
235,보령,2024-11-20,7.4,1.4,14,.2,1.2,2.2,1023.1,10.1,6.9,7.4
235,보령,2024-11-21,11.3,6.4,16.5,,1.1,6.2,1019.3,10.1,5.8,10.3
235,보령,2024-11-22,7.4,1.8,13.3,,1.9,-.7,1022.2,10.1,.1,7.7
235,보령,2024-11-23,5.9,.1,12.9,,1.8,-2.1,1025.7,10,2.1,5.9
235,보령,2024-11-24,7,1.6,14.9,,1.4,.8,1027.4,10,1,6.4
235,보령,2024-11-25,12,4.7,18.1,.8,2.1,3.9,1020.8,10,7.1,10
235,보령,2024-11-26,8.8,6.2,11.9,19.5,2.8,2.2,1012.6,10,8.9,9.2
235,보령,2024-11-27,5.2,3.1,8.3,1.2,3.2,-4,1011.5,10,8.6,4.9
235,보령,2024-11-28,5.4,2.2,10.1,7.3,2.6,0,1010.5,9.9,8.9,5
235,보령,2024-11-29,3.3,.8,6.6,8.6,1.3,1.8,1012.1,9.9,8.4,5.4
235,보령,2024-11-30,6,-.3,13.9,,1.3,2.3,1014.4,9.9,4,5.7
235,보령,2024-12-01,9.6,5.2,13.9,,1.6,5.5,1013.8,9.9,4.9,7.7
235,보령,2024-12-02,9.8,3.8,16.6,,2.7,5.6,1015.5,9.9,1.9,8.6
235,보령,2024-12-03,2.4,-.8,6.6,,2,-6.1,1022.2,9.9,5.8,3.2
235,보령,2024-12-04,4.2,1.3,9.3,.4,1.7,-2.1,1020.3,9.8,5.1,4.9
235,보령,2024-12-05,6.9,2.7,11.4,1.5,1.4,1.2,1016.2,9.8,7.6,6.3
235,보령,2024-12-06,5.2,2.2,10.2,.2,1.7,-1.7,1019.8,9.8,5.9,6
235,보령,2024-12-07,2,-.1,4.5,.4,1.6,-1.9,1022.9,9.8,7.3,3
235,보령,2024-12-08,1.9,-1.7,6.3,.1,2.1,-4.8,1025.2,9.8,3.6,2.2
235,보령,2024-12-09,3,-1.8,6.3,,1.2,-1.8,1023.1,9.8,8,3.3
235,보령,2024-12-10,4.7,1.4,9.5,,1.6,-1.6,1022.4,9.8,5.6,4.1
235,보령,2024-12-11,2.7,-.7,9,,1.2,-2.7,1021.4,9.7,4.1,3.5
235,보령,2024-12-12,1.2,-3,6.6,,1.4,-5.7,1023.7,9.7,4.4,1.6
235,보령,2024-12-13,1.2,-.5,3,.9,1.4,-3.6,1021.2,9.7,7.3,2.2
235,보령,2024-12-14,1.6,-1.2,5.1,3,1.7,-3.6,1023.9,9.7,7.9,1.8
235,보령,2024-12-15,4,1.1,6.4,3.1,1.8,-1,1020.4,9.7,8.6,3.4
235,보령,2024-12-16,3,-1.6,7.1,2,1.5,-1.7,1020.9,9.7,6.8,2.9
235,보령,2024-12-17,2.4,-1.7,7.5,0,1.8,-3.8,1023.8,9.7,5.8,3.1
235,보령,2024-12-18,-1.2,-5.8,3,,2.6,-7.5,1025.5,9.7,4.5,1.3
235,보령,2024-12-19,-1.4,-7.5,5.9,,1.2,-8.9,1027.8,9.7,3.1,-.3
235,보령,2024-12-20,2.2,-1.7,5,1.4,1.5,-2.7,1020.7,9.7,9.8,1.1
